"record_id","date","country","city","temperature_c","humidity_percent","precipitation_mm","air_quality_index","extreme_weather_events","climate_classification","climate_zone","biome_type","heat_index","wind_speed","wind_direction","season","population_exposure","economic_impact_estimate","infrastructure_vulnerability_score"
"s.a_1400","2025-10-30","South Africa","Cape Town","9.20","39.00","31.70",376,"None","Koeppen-C","Tropical","Tundra","11.10","28.30","SW","Autumn",3313021,"33775430.90","1.00"
"s.a_1401","2025-10-31","South Africa","Cape Town","9.70","74.00","56.40",127,"Hurricane","Koeppen-C","Tropical","Wetland","13.40","0.50","N","Autumn",555881,"16443442.73","9.00"
"s.a_1402","2025-11-01","South Africa","Cape Town","-7.60","46.00","170.40",201,"None","Koeppen-D","Tropical","Forest","-5.30","20.10","SW","Autumn",5611872,"40933847.03","6.00"
"s.a_1403","2025-11-02","South Africa","Cape Town","-9.80","67.00","196.30",411,"None","Koeppen-A","Tropical","Desert","-6.50","5.60","SW","Autumn",919297,"8863640.97","2.00"
"s.a_1404","2025-11-03","South Africa","Cape Town","24.20","76.00","163.10",12,"Flood","Koeppen-A","Tropical","Forest","28.00","6.90","E","Autumn",2384569,"44016251.73","5.00"
"s.a_1405","2025-11-04","South Africa","Cape Town","21.80","65.00","26.40",21,"None","Koeppen-C","Tropical","Grassland","25.10","35.00","SW","Autumn",3779460,"17475844.02","8.00"
"s.a_1406","2025-11-05","South Africa","Cape Town","-4.60","60.00","79.90",470,"None","Koeppen-D","Tropical","Forest","-1.60","33.90","SE","Autumn",1150555,"53578966.83","6.00"
"s.a_1407","2025-11-06","South Africa","Cape Town","12.30","46.00","144.30",73,"None","Koeppen-B","Tropical","Grassland","14.60","7.30","W","Autumn",5554454,"59868173.61","5.00"
"s.a_1408","2025-11-07","South Africa","Cape Town","28.90","39.00","119.40",439,"Drought","Koeppen-C","Tropical","Tundra","30.80","19.90","S","Autumn",6547768,"3867172.47","4.00"
"s.a_1409","2025-11-08","South Africa","Cape Town","13.60","91.00","29.00",234,"None","Koeppen-A","Tropical","Forest","18.10","16.60","E","Autumn",4549123,"22080446.85","4.00"
"s.a_141","2024-05-20","South Africa","Johannesburg","44.10","27.00","32.70",441,"None","Koeppen-D","Tropical","Grassland","45.50","38.60","SE","Spring",9517003,"25740891.11","7.00"
"s.a_1410","2025-11-09","South Africa","Cape Town","17.50","80.00","36.80",119,"None","Koeppen-D","Tropical","Forest","21.50","7.10","SW","Autumn",3582310,"60862283.04","6.00"
"s.a_1411","2025-11-10","South Africa","Cape Town","26.70","87.00","54.20",153,"None","Koeppen-D","Tropical","Wetland","31.10","26.40","W","Autumn",2114236,"62804577.03","7.00"
"s.a_1412","2025-11-11","South Africa","Cape Town","44.80","100.00","199.40",51,"None","Koeppen-C","Tropical","Forest","49.80","13.00","E","Autumn",9283883,"8601531.80","1.00"
"s.a_1413","2025-11-12","South Africa","Cape Town","9.90","95.00","102.70",307,"None","Koeppen-D","Tropical","Forest","14.70","39.00","S","Autumn",7543011,"98618313.20","3.00"
"s.a_1414","2025-11-13","South Africa","Cape Town","39.70","96.00","77.20",273,"None","Koeppen-D","Tropical","Forest","44.50","2.90","W","Autumn",8964197,"21887984.57","2.00"
"s.a_1415","2025-11-14","South Africa","Cape Town","20.40","32.00","138.60",466,"None","Koeppen-B","Tropical","Tundra","22.00","38.70","SE","Autumn",4800947,"35668408.59","5.00"
"s.a_1416","2025-11-15","South Africa","Cape Town","21.10","12.00","133.20",272,"None","Koeppen-D","Tropical","Desert","21.70","22.20","N","Autumn",2663198,"92042802.94","8.00"
"s.a_1417","2025-11-16","South Africa","Cape Town","17.80","48.00","93.90",464,"None","Koeppen-C","Tropical","Tundra","20.20","2.30","NE","Autumn",3179631,"8898977.11","1.00"
"s.a_1418","2025-11-17","South Africa","Cape Town","4.50","27.00","69.50",198,"None","Koeppen-A","Tropical","Tundra","5.80","18.30","S","Autumn",3587985,"45570528.20","2.00"
"s.a_1419","2025-11-18","South Africa","Cape Town","22.70","17.00","147.40",105,"None","Koeppen-D","Tropical","Grassland","23.60","24.50","SE","Autumn",1343609,"75501035.90","9.00"
"s.a_142","2024-05-21","South Africa","Johannesburg","43.50","39.00","100.50",159,"None","Koeppen-C","Tropical","Desert","45.50","21.50","SW","Spring",1817590,"26443594.90","7.00"
"s.a_1420","2025-11-19","South Africa","Cape Town","39.90","61.00","68.60",382,"Hurricane","Koeppen-D","Tropical","Forest","42.90","12.60","SE","Autumn",7702775,"11023993.01","1.00"
"s.a_1421","2025-11-20","South Africa","Cape Town","14.00","97.00","1.40",369,"None","Koeppen-A","Tropical","Desert","18.90","37.60","N","Autumn",2277003,"57878335.43","7.00"
"s.a_1422","2025-11-21","South Africa","Cape Town","9.90","46.00","16.90",53,"None","Koeppen-B","Tropical","Tundra","12.20","34.40","E","Autumn",7738555,"84974144.27","10.00"
"s.a_1423","2025-11-22","South Africa","Cape Town","30.20","99.00","60.50",254,"Drought","Koeppen-D","Tropical","Forest","35.10","9.10","SW","Autumn",871849,"33217339.80","2.00"
"s.a_1424","2025-11-23","South Africa","Cape Town","36.90","61.00","8.20",117,"Drought","Koeppen-C","Tropical","Tundra","39.90","13.70","NW","Autumn",4973139,"81899062.12","8.00"
"s.a_1425","2025-11-24","South Africa","Cape Town","32.70","25.00","67.30",107,"None","Koeppen-D","Tropical","Wetland","34.00","5.50","E","Autumn",3026537,"15591773.78","1.00"
"s.a_1426","2025-11-25","South Africa","Cape Town","16.00","77.00","85.00",183,"None","Koeppen-B","Tropical","Grassland","19.90","25.70","W","Autumn",3558413,"76344368.94","6.00"
"s.a_1427","2025-11-26","South Africa","Cape Town","-3.50","24.00","152.20",205,"None","Koeppen-C","Tropical","Forest","-2.30","7.70","NW","Autumn",5992359,"86938806.76","7.00"
"s.a_1428","2025-11-27","South Africa","Cape Town","4.00","67.00","0.20",205,"None","Koeppen-D","Tropical","Wetland","7.30","5.00","W","Autumn",9347438,"6084937.15","2.00"
"s.a_1429","2025-11-28","South Africa","Cape Town","35.10","98.00","158.00",491,"None","Koeppen-B","Tropical","Desert","40.00","13.40","S","Autumn",7403820,"98309807.16","4.00"
"s.a_143","2024-05-22","South Africa","Johannesburg","12.30","37.00","3.70",299,"None","Koeppen-B","Tropical","Tundra","14.20","20.40","NE","Spring",4139867,"98034608.24","8.00"
"s.a_1430","2025-11-29","South Africa","Cape Town","-3.60","93.00","9.60",379,"None","Koeppen-C","Tropical","Desert","1.10","19.30","E","Autumn",77678,"13006361.03","6.00"
"s.a_1431","2025-11-30","South Africa","Cape Town","-8.40","88.00","81.70",158,"None","Koeppen-D","Tropical","Grassland","-4.00","35.10","NW","Autumn",4055903,"58808655.74","8.00"
"s.a_1432","2025-12-01","South Africa","Cape Town","10.90","81.00","168.00",66,"None","Koeppen-D","Tropical","Forest","14.90","13.20","W","Winter",4410638,"80352825.04","4.00"
"s.a_1433","2025-12-02","South Africa","Cape Town","39.80","12.00","54.50",140,"Heatwave","Koeppen-B","Tropical","Forest","40.40","11.80","SW","Winter",4514291,"24178204.36","4.00"
"s.a_1434","2025-12-03","South Africa","Cape Town","14.20","51.00","131.60",466,"None","Koeppen-D","Tropical","Wetland","16.80","38.40","SW","Winter",1620782,"4713908.73","7.00"
"s.a_1435","2025-12-04","South Africa","Cape Town","0.80","51.00","169.50",142,"None","Koeppen-D","Tropical","Forest","3.40","12.00","N","Winter",7476424,"76939755.69","3.00"
"s.a_1436","2025-12-05","South Africa","Cape Town","23.20","58.00","67.00",148,"None","Koeppen-B","Tropical","Grassland","26.10","5.30","SW","Winter",1228741,"27788562.58","9.00"
"s.a_1437","2025-12-06","South Africa","Cape Town","41.60","23.00","60.60",258,"None","Koeppen-B","Tropical","Grassland","42.80","12.70","W","Winter",4200350,"50693190.34","5.00"
"s.a_1438","2025-12-07","South Africa","Cape Town","42.50","25.00","42.40",484,"None","Koeppen-D","Tropical","Wetland","43.80","33.20","N","Winter",6260539,"33473686.51","8.00"
"s.a_1439","2025-12-08","South Africa","Cape Town","5.60","80.00","34.20",195,"None","Koeppen-B","Tropical","Forest","9.60","7.00","S","Winter",1102316,"77151489.88","4.00"
"s.a_144","2024-05-23","South Africa","Johannesburg","-1.30","35.00","49.30",320,"None","Koeppen-D","Tropical","Desert","0.40","11.10","S","Spring",5547607,"37976298.97","8.00"
"s.a_1440","2025-12-09","South Africa","Cape Town","28.00","40.00","62.30",241,"None","Koeppen-B","Tropical","Wetland","30.00","32.10","SW","Winter",7665146,"52357115.96","3.00"
"s.a_1441","2025-12-10","South Africa","Cape Town","33.30","63.00","152.60",25,"Flood","Koeppen-D","Tropical","Desert","36.40","6.80","N","Winter",3837407,"64491956.40","10.00"
"s.a_1442","2025-12-11","South Africa","Cape Town","15.80","47.00","20.60",485,"Drought","Koeppen-A","Tropical","Wetland","18.20","22.40","E","Winter",776612,"15211199.25","3.00"
"s.a_1443","2025-12-12","South Africa","Cape Town","21.60","70.00","18.40",145,"None","Koeppen-A","Tropical","Forest","25.10","26.10","SE","Winter",3811143,"99320258.52","8.00"
"s.a_1444","2025-12-13","South Africa","Cape Town","42.60","43.00","170.20",490,"None","Koeppen-B","Tropical","Grassland","44.80","37.70","W","Winter",6439370,"56881453.59","6.00"
"s.a_1445","2025-12-14","South Africa","Cape Town","34.60","21.00","76.60",66,"None","Koeppen-D","Tropical","Forest","35.60","16.60","NW","Winter",7166715,"14990681.05","8.00"
"s.a_1446","2025-12-15","South Africa","Cape Town","37.40","98.00","17.40",393,"Flood","Koeppen-A","Tropical","Forest","42.30","14.70","S","Winter",8981955,"1254130.25","4.00"
"s.a_1447","2025-12-16","South Africa","Cape Town","-6.50","26.00","110.00",215,"Flood","Koeppen-B","Tropical","Tundra","-5.20","12.90","W","Winter",6665859,"73751251.15","2.00"
"s.a_1448","2025-12-17","South Africa","Cape Town","-9.10","29.00","190.70",109,"Flood","Koeppen-D","Tropical","Wetland","-7.60","15.60","SE","Winter",9460939,"68366737.06","7.00"
"s.a_1449","2025-12-18","South Africa","Cape Town","5.10","72.00","23.80",116,"None","Koeppen-C","Tropical","Forest","8.70","27.20","NW","Winter",4933062,"41833329.73","7.00"
"s.a_145","2024-05-24","South Africa","Johannesburg","11.20","45.00","40.00",368,"Drought","Koeppen-A","Tropical","Grassland","13.40","25.50","S","Spring",7614151,"97755103.34","9.00"
"s.a_1450","2025-12-19","South Africa","Cape Town","1.10","47.00","80.90",439,"None","Koeppen-B","Tropical","Forest","3.50","7.00","W","Winter",2635390,"92763297.65","7.00"
"s.a_1451","2025-12-20","South Africa","Cape Town","-5.50","25.00","64.00",201,"Drought","Koeppen-A","Tropical","Forest","-4.20","31.50","E","Winter",6143797,"23078665.81","8.00"
"s.a_1452","2025-12-21","South Africa","Cape Town","35.00","97.00","65.30",209,"None","Koeppen-C","Tropical","Grassland","39.90","19.70","SW","Winter",2427066,"44208391.98","8.00"
"s.a_1453","2025-12-22","South Africa","Cape Town","13.80","69.00","37.20",45,"None","Koeppen-C","Tropical","Wetland","17.20","11.70","NW","Winter",1335187,"70047499.01","5.00"
"s.a_1454","2025-12-23","South Africa","Cape Town","44.20","12.00","74.60",193,"None","Koeppen-A","Tropical","Desert","44.80","0.10","W","Winter",8174323,"7026161.44","6.00"
"s.a_1455","2025-12-24","South Africa","Cape Town","29.60","87.00","83.70",385,"Heatwave","Koeppen-A","Tropical","Tundra","34.00","17.30","W","Winter",8691513,"33190861.87","4.00"
"s.a_1456","2025-12-25","South Africa","Cape Town","37.10","89.00","56.70",327,"None","Koeppen-B","Tropical","Forest","41.60","34.10","SE","Winter",66637,"77867637.79","9.00"
"s.a_1457","2025-12-26","South Africa","Cape Town","5.20","23.00","81.20",226,"None","Koeppen-C","Tropical","Grassland","6.40","15.90","SW","Winter",8990554,"27521521.38","4.00"
"s.a_1458","2025-12-27","South Africa","Cape Town","-0.80","88.00","83.00",362,"None","Koeppen-B","Tropical","Desert","3.60","21.70","NW","Winter",2052524,"9917822.28","3.00"
"s.a_1459","2025-12-28","South Africa","Cape Town","2.20","62.00","112.90",379,"None","Koeppen-B","Tropical","Tundra","5.30","24.50","SE","Winter",7750550,"7823633.19","2.00"
"s.a_146","2024-05-25","South Africa","Johannesburg","14.00","43.00","39.90",43,"None","Koeppen-C","Tropical","Forest","16.10","10.60","S","Spring",5062063,"34517510.46","7.00"
"s.a_1460","2025-12-29","South Africa","Cape Town","6.20","72.00","157.10",41,"None","Koeppen-B","Tropical","Wetland","9.80","6.20","SE","Winter",3576718,"44823037.61","5.00"
"s.a_1461","2025-12-30","South Africa","Cape Town","2.10","33.00","97.50",207,"None","Koeppen-C","Tropical","Wetland","3.80","39.70","SW","Winter",4461478,"266053.07","8.00"
"s.a_1462","2025-12-31","South Africa","Cape Town","-9.30","37.00","86.90",106,"None","Koeppen-A","Tropical","Forest","-7.50","34.20","NE","Winter",4588605,"40500207.49","4.00"
"s.a_1463","2024-01-01","South Africa","Durban","21.00","57.00","51.00",189,"None","Koeppen-B","Tropical","Tundra","23.90","23.80","W","Winter",831726,"27378705.91","10.00"
"s.a_1464","2024-01-02","South Africa","Durban","12.30","14.00","154.00",103,"None","Koeppen-B","Tropical","Desert","13.00","25.30","E","Winter",3501375,"42665259.60","10.00"
"s.a_1465","2024-01-03","South Africa","Durban","16.80","43.00","126.00",133,"None","Koeppen-C","Tropical","Desert","18.90","12.60","NE","Winter",8667198,"85019609.29","8.00"
"s.a_1466","2024-01-04","South Africa","Durban","-3.70","41.00","131.40",167,"None","Koeppen-C","Tropical","Wetland","-1.60","30.50","W","Winter",9658895,"92583420.79","8.00"
"s.a_1467","2024-01-05","South Africa","Durban","-5.10","78.00","177.30",237,"None","Koeppen-C","Tropical","Grassland","-1.20","17.00","E","Winter",6216093,"22669709.37","4.00"
"s.a_1468","2024-01-06","South Africa","Durban","-9.50","13.00","156.00",427,"None","Koeppen-A","Tropical","Wetland","-8.80","39.70","NE","Winter",5278391,"80143728.68","9.00"
"s.a_1469","2024-01-07","South Africa","Durban","18.20","68.00","88.80",395,"Hurricane","Koeppen-C","Tropical","Grassland","21.60","17.90","W","Winter",6547361,"7066935.82","8.00"
"s.a_147","2024-05-26","South Africa","Johannesburg","-2.10","59.00","93.90",143,"Hurricane","Koeppen-D","Tropical","Wetland","0.90","28.30","E","Spring",6212353,"73160027.18","8.00"
"s.a_1470","2024-01-08","South Africa","Durban","9.20","83.00","2.60",285,"Hurricane","Koeppen-B","Tropical","Grassland","13.30","39.00","W","Winter",2889605,"22136579.95","10.00"
"s.a_1471","2024-01-09","South Africa","Durban","0.30","16.00","55.40",439,"None","Koeppen-A","Tropical","Forest","1.10","18.60","SW","Winter",776670,"24839374.02","5.00"
"s.a_1472","2024-01-10","South Africa","Durban","40.70","52.00","53.00",272,"None","Koeppen-B","Tropical","Wetland","43.30","15.70","SW","Winter",84510,"52395238.64","8.00"
"s.a_1473","2024-01-11","South Africa","Durban","-2.50","36.00","69.40",400,"Drought","Koeppen-D","Tropical","Tundra","-0.70","38.50","NE","Winter",5665297,"44198084.95","10.00"
"s.a_1474","2024-01-12","South Africa","Durban","-0.90","50.00","187.70",229,"None","Koeppen-A","Tropical","Forest","1.60","8.00","S","Winter",7807561,"15605816.13","9.00"
"s.a_1475","2024-01-13","South Africa","Durban","7.60","19.00","169.50",63,"None","Koeppen-B","Tropical","Forest","8.50","16.60","NE","Winter",292644,"33929913.00","3.00"
"s.a_1476","2024-01-14","South Africa","Durban","42.50","67.00","193.60",400,"None","Koeppen-A","Tropical","Desert","45.90","21.90","S","Winter",9539468,"65840204.54","2.00"
"s.a_1477","2024-01-15","South Africa","Durban","12.40","57.00","74.60",238,"None","Koeppen-B","Tropical","Tundra","15.20","24.20","SW","Winter",5751850,"82515067.79","9.00"
"s.a_1478","2024-01-16","South Africa","Durban","-0.20","30.00","35.70",356,"None","Koeppen-C","Tropical","Tundra","1.30","6.00","NE","Winter",9013083,"6925318.06","3.00"
"s.a_1479","2024-01-17","South Africa","Durban","20.20","21.00","192.70",36,"None","Koeppen-C","Tropical","Forest","21.20","17.80","SE","Winter",8811744,"46419239.31","5.00"
"s.a_148","2024-05-27","South Africa","Johannesburg","11.80","17.00","117.90",296,"None","Koeppen-C","Tropical","Wetland","12.70","9.70","NE","Spring",2111182,"41548566.42","4.00"
"s.a_1480","2024-01-18","South Africa","Durban","19.10","47.00","73.00",106,"None","Koeppen-A","Tropical","Desert","21.50","23.20","N","Winter",6883352,"31922005.53","5.00"
"s.a_1481","2024-01-19","South Africa","Durban","42.00","12.00","107.30",428,"None","Koeppen-B","Tropical","Grassland","42.60","8.10","NE","Winter",1825456,"28090176.99","8.00"
"s.a_1482","2024-01-20","South Africa","Durban","13.00","50.00","110.80",195,"Drought","Koeppen-A","Tropical","Forest","15.50","0.30","S","Winter",8574488,"28862815.81","1.00"
"s.a_1483","2024-01-21","South Africa","Durban","16.40","43.00","189.70",60,"Drought","Koeppen-D","Tropical","Tundra","18.50","13.10","N","Winter",2182183,"33339422.96","4.00"
"s.a_1484","2024-01-22","South Africa","Durban","17.20","41.00","108.70",483,"None","Koeppen-D","Tropical","Forest","19.20","1.20","SW","Winter",8171435,"59145860.71","9.00"
"s.a_1485","2024-01-23","South Africa","Durban","18.10","82.00","69.70",378,"None","Koeppen-C","Tropical","Forest","22.20","37.20","W","Winter",6020831,"69071306.02","3.00"
"s.a_1486","2024-01-24","South Africa","Durban","38.50","76.00","33.80",282,"None","Koeppen-C","Tropical","Wetland","42.30","39.50","SE","Winter",6308175,"69035539.51","3.00"
"s.a_1487","2024-01-25","South Africa","Durban","-9.40","17.00","182.20",45,"None","Koeppen-A","Tropical","Wetland","-8.60","21.30","SW","Winter",5636294,"8301432.96","6.00"
"s.a_1488","2024-01-26","South Africa","Durban","-8.60","81.00","105.10",429,"None","Koeppen-B","Tropical","Forest","-4.50","35.70","E","Winter",9922419,"59444899.93","10.00"
"s.a_1489","2024-01-27","South Africa","Durban","10.80","61.00","182.50",165,"None","Koeppen-C","Tropical","Forest","13.90","21.70","NW","Winter",6229574,"49369572.02","1.00"
"s.a_149","2024-05-28","South Africa","Johannesburg","31.90","31.00","192.90",231,"None","Koeppen-B","Tropical","Desert","33.40","33.30","SE","Spring",1255580,"98964376.88","3.00"
"s.a_1490","2024-01-28","South Africa","Durban","28.40","84.00","103.30",210,"None","Koeppen-D","Tropical","Forest","32.60","33.80","W","Winter",116065,"36358154.26","10.00"
"s.a_1491","2024-01-29","South Africa","Durban","39.10","71.00","8.40",297,"None","Koeppen-B","Tropical","Desert","42.60","1.40","W","Winter",9483026,"72125035.83","1.00"
"s.a_1492","2024-01-30","South Africa","Durban","36.20","55.00","137.60",189,"Heatwave","Koeppen-B","Tropical","Grassland","39.00","1.80","NE","Winter",1316362,"91115592.32","7.00"
"s.a_1493","2024-01-31","South Africa","Durban","-5.50","57.00","87.40",217,"None","Koeppen-A","Tropical","Grassland","-2.60","9.20","SE","Winter",2492505,"86542553.76","10.00"
"s.a_1494","2024-02-01","South Africa","Durban","-3.70","51.00","113.70",428,"None","Koeppen-A","Tropical","Grassland","-1.10","37.90","NE","Winter",3609425,"19333043.15","6.00"
"s.a_1495","2024-02-02","South Africa","Durban","6.30","75.00","5.20",487,"None","Koeppen-A","Tropical","Desert","10.10","19.00","SE","Winter",7018155,"64246329.85","6.00"
"s.a_1496","2024-02-03","South Africa","Durban","24.50","69.00","102.00",109,"None","Koeppen-A","Tropical","Wetland","27.90","25.20","NE","Winter",7892148,"16812874.64","3.00"
"s.a_1497","2024-02-04","South Africa","Durban","40.40","94.00","122.80",383,"Flood","Koeppen-D","Tropical","Tundra","45.10","8.60","E","Winter",1942592,"98536149.65","10.00"
"s.a_1498","2024-02-05","South Africa","Durban","-2.40","80.00","147.10",14,"Flood","Koeppen-B","Tropical","Grassland","1.60","2.50","W","Winter",9052189,"54946418.22","4.00"
"s.a_1499","2024-02-06","South Africa","Durban","13.30","54.00","156.00",405,"None","Koeppen-D","Tropical","Desert","16.00","21.80","W","Winter",1043771,"45179242.66","4.00"
"s.a_15","2024-01-15","South Africa","Johannesburg","42.50","22.00","93.20",355,"Flood","Koeppen-A","Tropical","Tundra","43.60","25.80","S","Winter",9079428,"13358680.12","1.00"
"s.a_150","2024-05-29","South Africa","Johannesburg","20.20","82.00","78.50",270,"None","Koeppen-A","Tropical","Tundra","24.30","13.00","E","Spring",7483123,"29611200.73","10.00"
"s.a_1500","2024-02-07","South Africa","Durban","40.40","23.00","193.30",494,"None","Koeppen-C","Tropical","Tundra","41.50","36.40","S","Winter",8632430,"17821419.85","6.00"
"s.a_1501","2024-02-08","South Africa","Durban","21.30","54.00","93.70",437,"None","Koeppen-B","Tropical","Desert","24.00","27.10","S","Winter",4014971,"73589496.40","10.00"
"s.a_1502","2024-02-09","South Africa","Durban","-9.20","46.00","78.10",429,"None","Koeppen-C","Tropical","Tundra","-6.90","27.10","NW","Winter",3130148,"41809606.84","9.00"
"s.a_1503","2024-02-10","South Africa","Durban","41.90","51.00","124.50",435,"None","Koeppen-A","Tropical","Tundra","44.40","31.50","SE","Winter",6290326,"47220174.27","3.00"
"s.a_1504","2024-02-11","South Africa","Durban","44.80","16.00","146.70",112,"Drought","Koeppen-B","Tropical","Tundra","45.60","29.20","N","Winter",1635344,"77292303.36","7.00"
"s.a_1505","2024-02-12","South Africa","Durban","12.10","72.00","128.10",292,"Drought","Koeppen-B","Tropical","Tundra","15.70","2.50","E","Winter",1751158,"56607946.68","7.00"
"s.a_1506","2024-02-13","South Africa","Durban","38.80","40.00","131.20",494,"None","Koeppen-B","Tropical","Forest","40.80","24.70","SW","Winter",3549888,"52397074.54","3.00"
"s.a_1507","2024-02-14","South Africa","Durban","40.60","63.00","12.90",104,"None","Koeppen-D","Tropical","Grassland","43.80","11.70","S","Winter",8707147,"89885550.51","1.00"
"s.a_1508","2024-02-15","South Africa","Durban","8.40","16.00","64.90",25,"None","Koeppen-C","Tropical","Grassland","9.20","30.70","E","Winter",4175151,"16804915.23","1.00"
"s.a_1509","2024-02-16","South Africa","Durban","39.00","91.00","142.30",278,"None","Koeppen-D","Tropical","Tundra","43.50","29.10","SE","Winter",2375865,"14743449.41","7.00"
"s.a_151","2024-05-30","South Africa","Johannesburg","8.50","86.00","8.20",458,"Flood","Koeppen-A","Tropical","Desert","12.80","39.10","S","Spring",6633965,"73191011.47","8.00"
"s.a_1510","2024-02-17","South Africa","Durban","15.10","11.00","61.10",394,"None","Koeppen-A","Tropical","Grassland","15.70","30.60","E","Winter",2137734,"83253689.75","4.00"
"s.a_1511","2024-02-18","South Africa","Durban","3.40","100.00","184.90",174,"None","Koeppen-D","Tropical","Wetland","8.40","33.70","NE","Winter",7546342,"94887570.84","1.00"
"s.a_1512","2024-02-19","South Africa","Durban","-1.90","80.00","101.00",470,"None","Koeppen-A","Tropical","Wetland","2.10","33.30","N","Winter",691805,"48893620.62","5.00"
"s.a_1513","2024-02-20","South Africa","Durban","4.10","26.00","123.10",15,"Heatwave","Koeppen-C","Tropical","Wetland","5.40","23.70","S","Winter",5731570,"12725230.22","10.00"
"s.a_1514","2024-02-21","South Africa","Durban","12.50","18.00","169.00",53,"None","Koeppen-A","Tropical","Desert","13.40","28.10","SE","Winter",2329894,"8659630.65","10.00"
"s.a_1515","2024-02-22","South Africa","Durban","19.30","18.00","19.50",275,"None","Koeppen-D","Tropical","Tundra","20.20","28.30","N","Winter",4750172,"43177655.37","8.00"
"s.a_1516","2024-02-23","South Africa","Durban","-6.30","41.00","42.30",123,"None","Koeppen-D","Tropical","Grassland","-4.20","24.30","E","Winter",3794470,"18436610.22","10.00"
"s.a_1517","2024-02-24","South Africa","Durban","8.50","48.00","42.00",399,"None","Koeppen-A","Tropical","Forest","10.90","37.80","E","Winter",9032862,"67741560.97","3.00"
"s.a_1518","2024-02-25","South Africa","Durban","41.60","99.00","86.00",121,"Heatwave","Koeppen-C","Tropical","Tundra","46.60","37.10","S","Winter",4646363,"67658216.99","6.00"
"s.a_1519","2024-02-26","South Africa","Durban","12.60","61.00","130.00",142,"None","Koeppen-D","Tropical","Tundra","15.70","18.00","W","Winter",5532498,"75474550.69","7.00"
"s.a_152","2024-05-31","South Africa","Johannesburg","20.00","19.00","124.40",493,"None","Koeppen-C","Tropical","Forest","20.90","8.30","NE","Spring",5852993,"43504730.73","3.00"
"s.a_1520","2024-02-27","South Africa","Durban","42.80","10.00","125.20",237,"None","Koeppen-A","Tropical","Grassland","43.30","26.70","NE","Winter",7935181,"83259393.52","7.00"
"s.a_1521","2024-02-28","South Africa","Durban","7.80","70.00","192.80",22,"None","Koeppen-B","Tropical","Tundra","11.30","9.30","NW","Winter",3077720,"29458655.01","10.00"
"s.a_1522","2024-02-29","South Africa","Durban","0.30","87.00","23.60",290,"None","Koeppen-A","Tropical","Forest","4.70","32.70","NE","Winter",1988464,"17347180.45","9.00"
"s.a_1523","2024-03-01","South Africa","Durban","-6.10","48.00","13.10",342,"Heatwave","Koeppen-B","Tropical","Wetland","-3.70","14.00","S","Spring",67872,"7580797.62","2.00"
"s.a_1524","2024-03-02","South Africa","Durban","20.30","12.00","17.60",166,"None","Koeppen-A","Tropical","Wetland","20.90","25.10","E","Spring",4548147,"39889844.43","10.00"
"s.a_1525","2024-03-03","South Africa","Durban","11.90","74.00","160.20",93,"None","Koeppen-D","Tropical","Wetland","15.60","15.00","SW","Spring",6098896,"38702543.57","9.00"
"s.a_1526","2024-03-04","South Africa","Durban","4.90","64.00","0.40",60,"None","Koeppen-C","Tropical","Wetland","8.10","6.90","NE","Spring",1138873,"26364622.16","7.00"
"s.a_1527","2024-03-05","South Africa","Durban","27.90","80.00","102.00",454,"Heatwave","Koeppen-D","Tropical","Desert","31.90","34.90","E","Spring",6366878,"95135705.06","3.00"
"s.a_1528","2024-03-06","South Africa","Durban","34.70","27.00","0.40",440,"None","Koeppen-C","Tropical","Desert","36.10","36.60","SW","Spring",7615236,"84931248.62","3.00"
"s.a_1529","2024-03-07","South Africa","Durban","-0.80","32.00","144.60",379,"None","Koeppen-C","Tropical","Grassland","0.80","27.60","NW","Spring",4947073,"95713285.37","7.00"
"s.a_153","2024-06-01","South Africa","Johannesburg","38.20","80.00","95.70",78,"Heatwave","Koeppen-C","Tropical","Grassland","42.20","39.90","SW","Summer",6887373,"21171668.77","1.00"
"s.a_1530","2024-03-08","South Africa","Durban","30.80","44.00","185.60",116,"None","Koeppen-D","Tropical","Wetland","33.00","5.40","S","Spring",5383222,"59640810.84","2.00"
"s.a_1531","2024-03-09","South Africa","Durban","43.30","87.00","2.20",217,"None","Koeppen-B","Tropical","Tundra","47.60","15.50","S","Spring",386810,"88572859.25","8.00"
"s.a_1532","2024-03-10","South Africa","Durban","-6.40","17.00","28.40",279,"None","Koeppen-B","Tropical","Desert","-5.60","19.50","SE","Spring",1506444,"61644156.31","3.00"
"s.a_1533","2024-03-11","South Africa","Durban","38.30","82.00","55.70",92,"None","Koeppen-B","Tropical","Tundra","42.40","8.30","SW","Spring",5110136,"76851139.80","9.00"
"s.a_1534","2024-03-12","South Africa","Durban","36.70","99.00","36.20",418,"None","Koeppen-B","Tropical","Grassland","41.70","11.90","W","Spring",5221885,"52596998.05","5.00"
"s.a_1535","2024-03-13","South Africa","Durban","-4.00","85.00","25.60",221,"None","Koeppen-A","Tropical","Tundra","0.20","36.40","SW","Spring",7158816,"91942717.24","3.00"
"s.a_1536","2024-03-14","South Africa","Durban","22.60","31.00","156.30",115,"Hurricane","Koeppen-D","Tropical","Forest","24.20","31.30","N","Spring",6534578,"36842474.41","5.00"
"s.a_1537","2024-03-15","South Africa","Durban","40.70","59.00","125.80",291,"None","Koeppen-D","Tropical","Desert","43.70","26.00","N","Spring",2105354,"72303994.63","4.00"
